ORF_Info,Phi_Post_Arith_Mean,Phi_Post_Median,Phi_Post_Geom_Mean,Phi_Post_Harm_Mean,Phi_Post_SD,logPhi_Post_SD
WBGene00019684,0.935216777,0.942132511,0.915561274,0.894496527,0.187452505,0.210585902
WBGene00019686,1.578273356,1.581949925,1.571893701,1.565425375,0.141074699,0.090459126
WBGene00019687,0.546914424,0.549393137,0.534175307,0.520496566,0.115116519,0.222236779
WBGene00019693,1.613396885,1.611613275,1.606857418,1.600247149,0.144774028,0.090499232
WBGene00019697,0.903397511,0.903056239,0.898887348,0.894287576,0.089598357,0.100707065
WBGene00019698,0.631891297,0.634465393,0.62412432,0.61589886,0.096719,0.160081876
WBGene00019700,1.140915002,1.136179731,1.133414076,1.125842272,0.130511721,0.115372064
WBGene00019704,0.473366945,0.474206467,0.460895553,0.44765915,0.106294274,0.236223483
WBGene00019710,0.458539719,0.452799546,0.446181703,0.433206529,0.104830643,0.238277384
WBGene00019711,0.638019544,0.634458114,0.63161925,0.625067968,0.089596622,0.143259245
WBGene00019716,1.237324485,1.236734891,1.23230843,1.227248638,0.111035785,0.090476643
WBGene00019721,0.708029598,0.708238354,0.688327672,0.666773121,0.16190895,0.244473461
WBGene00019724,0.784826943,0.780840083,0.769215545,0.752709885,0.153344569,0.204321097
WBGene00019732,1.3112963,1.308093445,1.295277851,1.278310907,0.20061538,0.159492568
WBGene00019734,1.188617577,1.191963701,1.165416565,1.140602864,0.228569031,0.202974015
WBGene00019736,0.469910129,0.456109786,0.446822879,0.422521367,0.146876555,0.325189593
WBGene00019737,1.176798582,1.171303295,1.168378527,1.159862387,0.140342759,0.120447922
WBGene00019738,0.98351235,0.986113763,0.974971521,0.966171615,0.127980722,0.133430433
WBGene00019741,0.490556071,0.487717103,0.481055381,0.471123793,0.095229436,0.200947229
WBGene00019742,0.571704846,0.562075808,0.546295501,0.519452211,0.168570471,0.308993459
WBGene00019743,0.629703375,0.632288172,0.621519099,0.612927688,0.099698114,0.164268074
WBGene00019746,0.949916903,0.949082083,0.94286485,0.935637506,0.114760791,0.123088024
WBGene00019754,0.98814941,0.990646509,0.958624631,0.926766672,0.235239151,0.252876662
WBGene00019755,0.82460886,0.817925437,0.80004006,0.773319437,0.195490519,0.252912248
WBGene00019757,0.611537636,0.612307686,0.596714422,0.580675905,0.130757484,0.227269928
WBGene00019759,0.877014899,0.878967328,0.869738763,0.862269423,0.1117325,0.130276001
WBGene00019760,2.378329258,2.378255953,2.372739151,2.367149052,0.163290871,0.068674641
WBGene00019763,0.393380922,0.390321589,0.382775299,0.371559014,0.08957707,0.238783224
WBGene00019764,0.375736159,0.374352417,0.364419623,0.352390923,0.090397623,0.25297918
WBGene00019767,1.766283431,1.765667535,1.759250968,1.752161002,0.157184782,0.089643409
WBGene00019771,0.457531098,0.454940535,0.449557354,0.441170416,0.083961381,0.190699447
WBGene00019778,1.169997792,1.152822963,1.119902336,1.063031987,0.328385564,0.308107193
WBGene00019779,1.423458024,1.416797411,1.419925884,1.41638991,0.100338817,0.070588298
WBGene00019797,0.434747753,0.430090065,0.421259717,0.406765409,0.105895242,0.257483285
WBGene00019799,1.50332611,1.495651692,1.498915645,1.494509961,0.115347136,0.07673184
WBGene00019800,1.654976335,1.655363212,1.644180119,1.633264425,0.18822385,0.114989051
WBGene00019805,1.150763087,1.147597212,1.127494362,1.102956855,0.226456937,0.205996801
WBGene00019807,0.837904441,0.830641921,0.830321086,0.822563735,0.111855287,0.135963023
WBGene00019808,0.697258571,0.691755677,0.686739298,0.6758164,0.119550935,0.1767182
WBGene00019813,0.693385164,0.692955249,0.683417623,0.673122735,0.116149501,0.172266577
WBGene00019814,1.013513957,1.014174319,1.005505088,0.997239634,0.125803721,0.1272616
WBGene00019818,0.798842884,0.78996629,0.77440832,0.748272586,0.192929748,0.255480163
WBGene00019819,1.004863197,1.003402218,1.001921184,0.998962393,0.076800714,0.076776171
WBGene00019820,0.764850426,0.768496602,0.760673404,0.756437807,0.079535346,0.105213933
WBGene00019823,1.465251149,1.463556608,1.460035067,1.454776025,0.123363826,0.084736848
WBGene00019825,0.669951493,0.660892109,0.65718278,0.64384745,0.128712152,0.19934689
WBGene00019830,1.222547516,1.224175402,1.210474707,1.197698966,0.168730057,0.143087779
WBGene00019833,0.817678502,0.818918374,0.809981292,0.801984217,0.110604606,0.13919826
WBGene00019838,0.941069674,0.938876741,0.927794816,0.914125706,0.1564555,0.170483795
WBGene00019839,2.48498583,2.483953835,2.47490917,2.464718963,0.222839595,0.090539458
WBGene00019840,1.494146225,1.499151175,1.486968097,1.479602873,0.14493714,0.098928705
WBGene00019849,0.277459222,0.276556007,0.269270317,0.260486317,0.065568553,0.251113397
WBGene00019854,0.917132694,0.916306768,0.91158232,0.90595866,0.100499221,0.110758298
WBGene00019855,1.178802615,1.179671345,1.173624229,1.168401213,0.110173667,0.094191198
WBGene00019858,0.898152808,0.895287961,0.889837827,0.881331063,0.121224963,0.137539167
WBGene00019859,0.56118551,0.55747114,0.551575344,0.541431173,0.101824072,0.189211292
WBGene00019863,0.388174592,0.384094736,0.374452633,0.359522196,0.100301357,0.276322609
WBGene00019865,0.47944411,0.474052311,0.468074629,0.456345948,0.10330093,0.222301166
WBGene00019867,0.50648462,0.505987597,0.494922173,0.482830194,0.106478231,0.218694303
WBGene00019871,0.940267374,0.935704458,0.920019092,0.898876481,0.192358694,0.212116125
WBGene00019872,0.733970783,0.731087085,0.717708515,0.699877941,0.149993269,0.217415295
WBGene00019875,1.616892934,1.617868931,1.615277286,1.613653999,0.072166524,0.044801516
WBGene00019877,0.602654587,0.601114465,0.597883464,0.592981666,0.075011253,0.127245629
WBGene00019878,1.115244611,1.116473138,1.109560781,1.103784418,0.111861611,0.101682568
WBGene00019887,0.322087971,0.316083163,0.306594062,0.290270549,0.098487707,0.322289984
WBGene00019890,1.084997823,1.086085706,1.080656374,1.076250443,0.096479878,0.090015103
WBGene00019892,0.369759491,0.365724917,0.355514565,0.340070411,0.100272531,0.288594429
WBGene00019893,1.533275703,1.532086956,1.527068794,1.520810191,0.137575928,0.090396603
WBGene00019895,0.797574168,0.796868627,0.79429578,0.79098832,0.072132142,0.091096439
WBGene00019898,0.591629845,0.589953313,0.581012367,0.570035007,0.110623955,0.192920677
WBGene00019900,2.798586622,2.795902335,2.792853022,2.787096432,0.178947355,0.064174576
WBGene00019901,0.582942831,0.583522466,0.573717617,0.564225346,0.102629559,0.180723458
WBGene00019908,1.262084886,1.266246051,1.248471398,1.234352288,0.182686934,0.14908385
WBGene00019909,0.972610794,0.967303371,0.959078653,0.945062882,0.160153303,0.169525493
WBGene00019911,0.841777819,0.843923485,0.833961623,0.825868548,0.113160527,0.138144748
WBGene00019914,1.09943291,1.098583649,1.09218995,1.084729648,0.124723661,0.116056571
WBGene00019915,0.568872782,0.564468568,0.559866677,0.550641866,0.1007218,0.180447201
WBGene00019916,0.521062097,0.493115105,0.482041734,0.442984942,0.20376688,0.403354436
WBGene00019918,1.003250009,1.004620005,0.994850085,0.9862946,0.128953761,0.130616132
WBGene00019923,0.691473668,0.696340181,0.684197752,0.676617954,0.098610788,0.147403916
WBGene00019925,0.781537533,0.783752672,0.772294879,0.762773419,0.118861667,0.155934098
WBGene00019937,0.874406908,0.877099492,0.843860354,0.811093203,0.225676855,0.273887775
WBGene00019939,0.44718525,0.442249424,0.43309292,0.418141391,0.110167006,0.258885988
WBGene00019944,0.170497816,0.16353907,0.162483974,0.1542065,0.052056898,0.316819273
WBGene00019945,0.875137667,0.863473171,0.832916699,0.786978172,0.26506407,0.325035832
WBGene00019947,2.721907003,2.717643359,2.70975108,2.697496537,0.256532933,0.094965216
WBGene00019951,0.989242911,0.990851739,0.982145628,0.974885753,0.117471242,0.120955763
WBGene00019953,1.359222294,1.357770026,1.338522705,1.317078449,0.234388433,0.177471075
WBGene00019956,0.408677046,0.405465475,0.397095737,0.38486233,0.095758738,0.244818001
WBGene00019959,0.69568076,0.693902553,0.689299983,0.682692964,0.093120839,0.137242171
WBGene00019961,0.817868068,0.816287917,0.808418983,0.798735569,0.123240216,0.153903786
WBGene00019963,1.314652444,1.319837246,1.30855132,1.30238217,0.126232303,0.096872772
WBGene00019968,0.911970019,0.906997841,0.904437107,0.896806077,0.116656785,0.129566078
WBGene00019969,0.524386428,0.523965449,0.510087052,0.494600322,0.119346123,0.241320018
WBGene00019971,1.274401154,1.276574188,1.26806706,1.261673424,0.126699601,0.100233999
WBGene00019975,0.598785373,0.599320859,0.572787221,0.544040205,0.170282107,0.308939715
WBGene00019978,1.353541621,1.352457333,1.347180795,1.340741457,0.13061747,0.097525286
WBGene00019983,1.981765759,1.977719276,1.976512716,1.971248116,0.144298791,0.072984091
WBGene00019986,0.449354324,0.448043088,0.437430072,0.424725663,0.101421881,0.237106814
WBGene00019987,0.755591361,0.758765712,0.748971035,0.742130371,0.098769373,0.134090953
WBGene00019989,1.363856048,1.360314772,1.358670244,1.353443905,0.118659678,0.087581769
WBGene00019991,1.144870458,1.133858437,1.133187008,1.121284639,0.162517797,0.144339384
WBGene00019993,0.615766076,0.604170372,0.587390213,0.557326102,0.184476942,0.315185319
WBGene00019998,0.360396489,0.350653861,0.339666952,0.318126326,0.121888082,0.352685914
WBGene00020007,1.512167524,1.516571593,1.507910793,1.503609044,0.11300266,0.07537456
WBGene00020009,0.951355683,0.95146994,0.944937079,0.93841656,0.109980902,0.117054661
WBGene00020014,1.380701075,1.377023056,1.365645027,1.350038328,0.200991551,0.149893153
WBGene00020018,0.304022533,0.29619461,0.29003959,0.275604196,0.091562661,0.313328987
WBGene00020019,0.820539787,0.823863103,0.80743393,0.793592934,0.14337363,0.182724173
WBGene00020023,0.516385434,0.516907982,0.507017885,0.497126891,0.09629713,0.19491196
WBGene00020025,1.136245766,1.138476009,1.126369287,1.116183005,0.148178567,0.133473812
WBGene00020026,0.665713928,0.662000773,0.642916054,0.618478361,0.170446559,0.270859248
WBGene00020027,0.544904382,0.541667839,0.529637125,0.513604527,0.12679306,0.243180464
WBGene00020028,0.618419293,0.617993179,0.609877017,0.601093065,0.101675374,0.168647094
WBGene00020030,0.55854063,0.560670227,0.551315445,0.543762858,0.088371286,0.163717971
WBGene00020031,0.492675857,0.49406211,0.487337111,0.481831283,0.071670117,0.149230174
WBGene00020033,2.194071346,2.188315211,2.168991835,2.143511404,0.330264584,0.152747531
WBGene00020034,0.518026684,0.509915477,0.502547281,0.486271801,0.124655117,0.251347718
WBGene00020036,1.229855524,1.224284591,1.219945919,1.209883165,0.155332886,0.128011025
WBGene00020038,1.079265716,1.076594996,1.066578622,1.053510172,0.163693581,0.155443662
WBGene00020039,2.416242999,2.415577186,2.385170589,2.353532338,0.384843178,0.162268875
WBGene00020040,2.175204846,2.160312554,2.149266658,2.122959929,0.335084882,0.155940771
WBGene00020041,0.396349443,0.375515222,0.36990334,0.343144665,0.14589719,0.379484411
WBGene00020043,0.949977351,0.951142639,0.933775411,0.9160063,0.169935928,0.19032619
WBGene00020047,0.771097567,0.77083594,0.752487786,0.73262414,0.165783507,0.225963381
WBGene00020050,1.037154078,1.034729879,1.030913804,1.024566514,0.113110043,0.110537888
WBGene00020054,0.512312776,0.509703717,0.500636117,0.488478668,0.10787597,0.218267734
WBGene00020064,0.565938506,0.565159687,0.544963524,0.522336177,0.150268243,0.282715638
WBGene00020070,1.526653313,1.525856341,1.518981355,1.511191651,0.152272909,0.100926044
WBGene00020071,1.63041703,1.627884027,1.624519617,1.618564906,0.138191284,0.085457612
WBGene00020084,0.952949187,0.946928447,0.938250616,0.922966562,0.165226116,0.17874921
WBGene00020089,1.074584741,1.070256674,1.065127617,1.055356988,0.141254175,0.134292301
WBGene00020091,1.237752506,1.232917884,1.225540313,1.213104245,0.172616288,0.141912744
WBGene00020096,0.687855133,0.686823739,0.678154194,0.668003076,0.113663973,0.171071092
WBGene00020098,0.883141026,0.874725614,0.869553667,0.855395817,0.152974662,0.178535436
WBGene00020099,0.329315793,0.320261256,0.316272167,0.302624127,0.091159462,0.290826015
WBGene00020101,0.900011718,0.903112017,0.872179897,0.841386917,0.215877746,0.258907183
WBGene00020104,1.002720669,0.998645102,0.997768745,0.992754697,0.09917996,0.099993554
WBGene00020105,1.354400534,1.346565774,1.345452093,1.336402275,0.155156274,0.115714962
WBGene00020106,0.496416298,0.491779313,0.479394303,0.461208914,0.126971451,0.271029532
WBGene00020109,0.638903959,0.638869554,0.624491154,0.609328149,0.133164861,0.217673131
WBGene00020112,1.029576715,1.028849739,1.015002212,0.999988617,0.171539727,0.170786195
WBGene00020113,0.782732232,0.783365907,0.769874877,0.756142879,0.138469292,0.185718388
WBGene00020115,0.900923959,0.903118233,0.894944655,0.888801932,0.102713129,0.116416784
WBGene00020126,1.590898953,1.585510796,1.569885164,1.548388856,0.256722425,0.164625598
WBGene00020134,0.757577396,0.752037188,0.74850154,0.739205126,0.116375621,0.156714271
WBGene00020135,0.910245526,0.907755374,0.893178263,0.874985509,0.171784084,0.198688563
WBGene00020136,1.200607943,1.189494994,1.184794344,1.168626838,0.193685382,0.16432929
WBGene00020138,0.236999649,0.235302119,0.226617243,0.215714444,0.069258893,0.306544422
WBGene00020139,1.120550947,1.11774271,1.11514048,1.109660971,0.109592716,0.098870861
WBGene00020140,1.923135155,1.918713564,1.917879542,1.912611734,0.142198298,0.074109895
WBGene00020143,1.274114829,1.260267299,1.247846205,1.220613201,0.255411944,0.207158721
WBGene00020146,2.22855634,2.230146267,2.22451398,2.220462341,0.134193548,0.060351187
WBGene00020148,0.594434496,0.592842351,0.576305741,0.557103235,0.14364045,0.254624698
WBGene00020155,2.158783345,2.161928302,2.151127408,2.143424299,0.181556561,0.084536485
WBGene00020156,1.710658684,1.705891853,1.702537747,1.694328068,0.166014153,0.097991063
WBGene00020166,0.900275296,0.904104432,0.892296234,0.884031076,0.11818841,0.134960381
WBGene00020181,2.478682601,2.485185349,2.465119856,2.451361706,0.25796858,0.105324563
WBGene00020182,0.357863478,0.35716786,0.349458459,0.340633231,0.076289037,0.222057977
WBGene00020183,0.870975588,0.865468114,0.863452026,0.855861989,0.114153686,0.132392329
WBGene00020184,1.31679226,1.319493807,1.31132342,1.30576014,0.119225599,0.091758783
WBGene00020185,1.959496639,1.960027391,1.955135764,1.950752173,0.130624812,0.066902476
WBGene00020187,2.027072558,2.0190461,2.021136862,2.01518974,0.155099996,0.076720258
WBGene00020189,0.491418134,0.491037027,0.481166492,0.470128498,0.097985042,0.21006744
WBGene00020191,0.78019929,0.777911515,0.769498991,0.758511234,0.12816504,0.167921209
WBGene00020192,2.011322501,2.002568895,1.989808244,1.967654983,0.290883892,0.148199134
WBGene00020193,0.523525694,0.514616638,0.503232849,0.482503841,0.145250645,0.285791058
WBGene00020194,1.448646339,1.448851304,1.442863362,1.437064403,0.129416029,0.089643243
WBGene00020199,1.408102119,1.407628912,1.402166008,1.396188362,0.1289852,0.092230372
WBGene00020202,0.306621144,0.295783869,0.291334199,0.275764929,0.09746415,0.325279408
WBGene00020205,0.962892484,0.965364778,0.954305843,0.945429004,0.127013644,0.135285857
WBGene00020208,0.670264653,0.663509337,0.641508939,0.60914222,0.189022299,0.307855361
WBGene00020215,1.122746285,1.121482453,1.115293,1.107684543,0.128347431,0.11625721
WBGene00020216,2.913289505,2.915743028,2.905227165,2.897105414,0.216102327,0.07467976
WBGene00020218,1.189102541,1.184961187,1.172185786,1.154700253,0.198203178,0.171370847
WBGene00020222,0.549616531,0.544462938,0.539356063,0.528669635,0.104739117,0.197086018
WBGene00020224,0.677481628,0.677792845,0.662333287,0.645699979,0.138405621,0.2187475
WBGene00020227,0.94452857,0.94164334,0.932036557,0.919295858,0.152698658,0.164615129
WBGene00020229,1.32063179,1.312878833,1.300959757,1.280675042,0.225901313,0.175250108
WBGene00020234,0.517267471,0.517598956,0.509570058,0.50154646,0.088000818,0.17562599
WBGene00020237,2.280651836,2.280349506,2.27409281,2.267489792,0.172593465,0.076115909
WBGene00020242,2.222639692,2.227619377,2.215755433,2.208819513,0.17449977,0.079015848
WBGene00020245,0.752194155,0.756442337,0.74347762,0.734402724,0.112657648,0.15474251
WBGene00020246,1.037785035,1.03260176,1.026246021,1.014565972,0.154159624,0.150514713
WBGene00020248,0.955385001,0.959217675,0.946258969,0.936831517,0.130244137,0.140091778
WBGene00020250,0.871024353,0.869073121,0.859930566,0.848354409,0.136945283,0.162336145
WBGene00020256,0.456222241,0.446000462,0.437200578,0.416632973,0.128703262,0.300563946
WBGene00020260,0.794898396,0.795529184,0.781257365,0.767127468,0.145256983,0.18864007
WBGene00020265,0.70586033,0.70094522,0.697888418,0.689616288,0.104923854,0.152475137
WBGene00020268,1.468267751,1.466326201,1.462601086,1.456898117,0.128830369,0.088205097
WBGene00020273,0.596834176,0.598085044,0.589147072,0.581175594,0.094410442,0.163088488
WBGene00020274,0.839222819,0.840310587,0.824413199,0.808817859,0.154682824,0.192031796
WBGene00020275,2.474397508,2.470090973,2.461902132,2.449298634,0.248010695,0.101021874
WBGene00020282,1.016734304,1.014621839,1.002481684,0.987638347,0.167686348,0.170386028
WBGene00020290,0.668419886,0.666590615,0.658697514,0.648548717,0.112431717,0.173609508
WBGene00020291,1.203235097,1.204692636,1.19030388,1.177071513,0.174920937,0.148331087
WBGene00020296,0.8571372,0.859891312,0.849651755,0.841933339,0.112084455,0.133780231
WBGene00020298,0.542863435,0.542183622,0.53561547,0.528079969,0.087466441,0.166149092
WBGene00020301,0.654637737,0.650404863,0.64711762,0.639417292,0.098408256,0.153428509
WBGene00020307,0.794773466,0.793760824,0.787917545,0.780960023,0.10395082,0.132463062
WBGene00020313,0.582978213,0.570550064,0.553699451,0.523067538,0.182138048,0.32931733
WBGene00020316,0.606000411,0.605962461,0.596799206,0.586769178,0.102336343,0.179229067
WBGene00020320,0.487764716,0.489531171,0.474880494,0.46100611,0.109551827,0.237056386
WBGene00020323,0.756774808,0.761664894,0.750419334,0.743910852,0.097124632,0.130999295
WBGene00020324,0.839818824,0.844176924,0.830859564,0.821524838,0.120633679,0.148423292
WBGene00020326,1.233962571,1.233018019,1.229269681,1.224537388,0.107390366,0.087596142
WBGene00020329,0.841221776,0.839026071,0.833115712,0.824796978,0.115773342,0.140431828
WBGene00020330,0.360449844,0.353633816,0.343536849,0.325766899,0.109185024,0.317756139
WBGene00020335,0.88131358,0.879020794,0.864232958,0.846127535,0.169539219,0.201796629
WBGene00020339,0.851897581,0.824479779,0.800520257,0.74552771,0.290505896,0.364614615
WBGene00020341,0.927064186,0.924563633,0.919318268,0.911391287,0.118826527,0.130614015
WBGene00020342,0.910556364,0.905512833,0.892288541,0.87339456,0.180247919,0.204167788
WBGene00020348,0.453349043,0.451812018,0.431365245,0.407207101,0.137314824,0.326612312
WBGene00020349,0.469513778,0.465648887,0.459695506,0.449396036,0.094459396,0.209190901
WBGene00020350,1.249582218,1.250041221,1.235807535,1.221785,0.184480624,0.150050093
WBGene00020354,0.945277058,0.947224303,0.93083406,0.91575805,0.163050026,0.178026918
WBGene00020358,0.389130631,0.387770328,0.376197406,0.362538806,0.098450796,0.26596745
WBGene00020359,0.417007266,0.409289612,0.403911901,0.390004876,0.102901754,0.258273349
WBGene00020360,0.422772652,0.418943642,0.415376693,0.407750124,0.078330975,0.190211428
WBGene00020366,2.142388627,2.144792543,2.138368264,2.134315875,0.130859554,0.061472648
WBGene00020368,1.331683277,1.329876262,1.325841109,1.319941592,0.124343783,0.094150506
WBGene00020369,1.671922731,1.670826945,1.666503681,1.661025055,0.134015283,0.080909094
WBGene00020372,0.613781263,0.612383402,0.60342517,0.592669201,0.111138004,0.187125889
WBGene00020373,0.38545636,0.376664693,0.366820902,0.347052752,0.11797432,0.323565
WBGene00020374,1.836940557,1.826614387,1.8082731,1.778068753,0.319825172,0.180219865
WBGene00020375,0.987757928,0.986769733,0.984275345,0.980732407,0.082380216,0.084519289
WBGene00020376,0.425857554,0.427176509,0.414153011,0.401261798,0.096861306,0.243104977
WBGene00020377,0.871666609,0.868933444,0.859039946,0.845900694,0.146209239,0.173209938
WBGene00020378,0.645086706,0.639060421,0.624342494,0.602393874,0.160415851,0.261569043
WBGene00020380,1.052413032,1.041964235,1.030947742,1.008791367,0.210632794,0.205737986
WBGene00020382,1.072411689,1.069168123,1.066865531,1.061233736,0.108406736,0.10241125
WBGene00020383,0.495609025,0.497071093,0.485450764,0.474810888,0.098768364,0.207009175
WBGene00020397,1.005030215,1.008589366,0.989400252,0.97260584,0.17302213,0.180782955
WBGene00020398,0.616069959,0.615688119,0.609615301,0.602931226,0.087954701,0.14685029
WBGene00020399,0.978596421,0.980558379,0.971191536,0.963576899,0.119175082,0.124380813
WBGene00020401,0.396535923,0.392067971,0.382312766,0.366823392,0.10353641,0.278264077
WBGene00020402,0.587410375,0.589263912,0.576092448,0.564193759,0.113155157,0.200787051
WBGene00020411,0.510919563,0.508739536,0.500230654,0.488793132,0.102028861,0.210168002
WBGene00020415,0.214754066,0.207522333,0.205170481,0.195392533,0.064075396,0.307466404
WBGene00020418,0.283113052,0.278624072,0.269169832,0.254851073,0.088743596,0.324265287
WBGene00020422,0.819389847,0.816782513,0.80987582,0.800139494,0.123985789,0.154214268
WBGene00020423,1.114098489,1.114626108,1.109716686,1.105304254,0.098657364,0.089057996
WBGene00020425,0.716398952,0.720225432,0.709292896,0.701844576,0.098983018,0.143254942
WBGene00020426,0.8676028,0.865783026,0.862864246,0.858067761,0.090296694,0.105171798
WBGene00020427,0.62285603,0.623793905,0.612641342,0.601808678,0.110465889,0.18526593
WBGene00020433,0.619156856,0.614531859,0.606372776,0.592729426,0.12311667,0.208549012
WBGene00020437,1.638085346,1.638992639,1.635816263,1.633535805,0.086073173,0.052763839
WBGene00020438,1.238894442,1.238503845,1.228057907,1.21694543,0.162270649,0.133745816
WBGene00020441,0.806303225,0.803057615,0.793504695,0.780061442,0.141256356,0.181796059
WBGene00020442,0.46364764,0.462706913,0.453779028,0.443271243,0.09344316,0.211850279
WBGene00020443,0.875974468,0.875242668,0.864115412,0.851845245,0.142223616,0.167181461
WBGene00020445,0.263431695,0.259557583,0.253988487,0.243911197,0.069172003,0.277108061
WBGene00020449,0.32677246,0.324172484,0.316101595,0.304995534,0.082445322,0.262644607
WBGene00020453,0.689220988,0.666010343,0.64678564,0.602050625,0.239522185,0.367102242
WBGene00020456,0.523463098,0.523802336,0.513873661,0.5037499,0.098235419,0.195821121
WBGene00020457,0.491921112,0.491047327,0.479641937,0.466728182,0.108298008,0.229067071
WBGene00020460,0.581984612,0.58359506,0.572180235,0.561817594,0.104663736,0.187689273
WBGene00020462,0.33956021,0.335839698,0.329445955,0.318478745,0.080842086,0.252520261
WBGene00020466,0.93660825,0.932929227,0.927146429,0.917527733,0.13252153,0.143509002
WBGene00020467,1.332682695,1.329778873,1.326997699,1.321280657,0.122912329,0.092744641
WBGene00020476,0.679297449,0.675066956,0.670085552,0.660636877,0.110999879,0.166928482
WBGene00020478,0.354150429,0.354777093,0.344963124,0.335191371,0.078914946,0.234400247
WBGene00020480,0.588267692,0.589538121,0.570815402,0.552161384,0.140085902,0.251351771
WBGene00020484,0.341046262,0.329385468,0.32258799,0.302939038,0.110010315,0.343995076
WBGene00020486,0.870127861,0.870198426,0.85686332,0.843105777,0.149886695,0.177646075
WBGene00020487,0.383842262,0.379474007,0.365434534,0.345657917,0.116212907,0.32333424
WBGene00020499,1.041447178,1.039866811,1.025006978,1.007876528,0.182568347,0.180957767
WBGene00020500,0.575129095,0.574933248,0.561974344,0.548057307,0.120449376,0.219481333
WBGene00020507,2.089451299,2.089898205,2.085563854,2.081669811,0.127491754,0.061111862
WBGene00020508,0.842790202,0.843177786,0.83586372,0.828807719,0.107334126,0.129397627
WBGene00020509,0.769288657,0.768656846,0.763386841,0.757333681,0.094327736,0.125195867
WBGene00020516,0.826468862,0.821374957,0.817414274,0.808091619,0.121114162,0.149969168
WBGene00020517,1.698149588,1.700283373,1.689970401,1.681686808,0.165893901,0.098747462
WBGene00020540,0.58884401,0.590204664,0.577618379,0.565928099,0.113361318,0.199230056
WBGene00020544,0.478368411,0.474123584,0.466017349,0.452160938,0.106006744,0.235463671
WBGene00020548,0.559148716,0.540648152,0.52251703,0.484346399,0.199919122,0.379079144
WBGene00020553,0.58146025,0.578001812,0.578360425,0.575240578,0.059956658,0.103752228
WBGene00020557,0.968667612,0.971523484,0.955548628,0.941995763,0.157394204,0.167154772
WBGene00020558,0.484895664,0.483933086,0.472646822,0.45947077,0.106572039,0.231557251
WBGene00020561,1.894545745,1.891211307,1.874006351,1.853049412,0.277314274,0.148855927
WBGene00020566,0.975596716,0.974557598,0.959217479,0.941895666,0.174926638,0.187427233
WBGene00020568,0.486048312,0.474241138,0.459828969,0.432016074,0.157391732,0.34273037
WBGene00020571,0.628919975,0.63245214,0.618615541,0.607790707,0.111833908,0.184794621
WBGene00020572,0.367597345,0.365403366,0.359013644,0.349862363,0.077834338,0.222055429
WBGene00020574,0.647434037,0.636991139,0.630113173,0.61165177,0.146701748,0.238134835
WBGene00020581,0.466025789,0.465962342,0.459893891,0.453469498,0.074238595,0.165242412
WBGene00020582,0.662177788,0.660591587,0.650511102,0.6382014,0.122013899,0.191884926
WBGene00020583,0.450384301,0.450413925,0.441810858,0.432670261,0.085595918,0.20026199
WBGene00020588,2.648564163,2.645209928,2.640659892,2.632727713,0.204449082,0.077484194
WBGene00020589,0.757372168,0.750599397,0.737511166,0.715930421,0.168660066,0.236682679
WBGene00020593,0.53192043,0.533718165,0.524085189,0.515857763,0.089614829,0.175064351
WBGene00020595,1.09340003,1.097395032,1.082944588,1.072274585,0.149937657,0.139763777
WBGene00020601,0.721233297,0.717373782,0.715268893,0.709189755,0.0921913,0.129797469
WBGene00020604,1.495316548,1.489907282,1.486434881,1.477456962,0.162422397,0.109666865
WBGene00020618,0.631790148,0.631211457,0.615738529,0.598749124,0.139605614,0.231646416
WBGene00020622,1.01833965,1.018848676,1.005511513,0.992199256,0.159242966,0.161302543
WBGene00020625,0.686581997,0.686650581,0.67400592,0.660747059,0.129005385,0.195721379
WBGene00020626,0.874163529,0.875214487,0.866780097,0.859261511,0.112835017,0.131192023
WBGene00020627,1.243283077,1.243260785,1.236751094,1.230123916,0.126755175,0.103200853
WBGene00020629,1.002209278,0.996193187,0.994628614,0.98695241,0.122872409,0.12389696
WBGene00020633,1.171031465,1.173584455,1.166199007,1.161284086,0.105649058,0.091467558
WBGene00020646,0.249183029,0.243319663,0.236624489,0.223290594,0.078237395,0.330320595
WBGene00020647,0.783584548,0.781432305,0.772586485,0.761323052,0.130077465,0.169864881
WBGene00020651,1.021598467,1.020652802,1.006128036,0.989858115,0.17433743,0.177619366
WBGene00020658,0.915707241,0.917219577,0.906813366,0.897652439,0.126309971,0.14112166
WBGene00020660,0.314374197,0.302828567,0.296544098,0.278401434,0.106287577,0.348497039
WBGene00020661,1.481205622,1.477262951,1.473996213,1.466681776,0.145411554,0.09930308
WBGene00020670,0.687700259,0.68460478,0.670341656,0.651343095,0.149888705,0.232456953
WBGene00020672,0.907643913,0.91124086,0.897699043,0.887259619,0.131742964,0.15069947
WBGene00020673,0.543490162,0.539559545,0.535675973,0.527562971,0.090966414,0.17244505
WBGene00020674,0.809172499,0.810530831,0.801355201,0.793361501,0.111584007,0.140526538
WBGene00020678,1.658747445,1.657843759,1.655348145,1.651954297,0.106403795,0.064090912
WBGene00020683,1.358387284,1.358915388,1.354839123,1.351285597,0.098218921,0.072436194
WBGene00020684,1.107969199,1.108514528,1.101528584,1.094981068,0.118786413,0.108627329
WBGene00020687,1.076807326,1.075084765,1.07178243,1.066692264,0.103544529,0.097192157
WBGene00020695,0.950267165,0.949216812,0.943244971,0.936072951,0.114613211,0.12272252
